Bevl_1;Bevl_2;Bevl_3;Burn1_1;Burn1_2;Burn1_3;Burn1_4;Mot_Stress_1;Mot_Stress_2;Mot_Stress_4;Onnodige_stress_1;Onnodige_stress_2;Onnodige_stress_3;Onnodige_stress_4;Onnodige_stress_5;Onnodige_stress_6;Onnodige_stress_7;Leefst;Cantrill;Depr_1;Depr_2;Depr_3;Depr_4;Depr_5;Depr_6;Depr_7;Depr_8;StPunt_beh;Cijfer_huidig_1;Vertr;StopInt;Hulp_1;Hulp_2;Hulp_3;Bekendgebruik_1;Bekendgebruik_2;Bekendgebruik_3;Bekendgebruik_4;Bekendgebruik_5;Bekendgebruik_6;Bekendgebruik_7;Cogn_Eng1_1;Cogn_Eng1_2;Cogn_Eng1_3;Cogn_Eng1_4;Cogn_Eng1_5;Cogn_Eng1_6;Cogn_Eng2_1;Cogn_Eng2_2;Cogn_Eng2_3;Cogn_Eng2_4;Cogn_Eng2_5;Cogn_Eng2_6;Cogn_Eng2_7;Cogn_Eng2_8;Partici1_1;Partici1_2;Partici1_3;Partici1_4;Stopint2;Zorg_1;Zorg_2;Zorg_3;Zorg_4;Zorg_5;Zorg_6;Pres_1;Pres_2;Veer_1;Veer_2;Veer_3;Veer_4;Veer_5;Veer_6;Cogregiedocent_1;Cogregiedocent_2;Cogregiedocent_3;Cogregiedocent_4;Cogregiedocent_5;Cogregiedocent_6;Extr_eng2_1;Extr_eng2_2;Extr_eng2_3;Soc_veilig;Soc_veilig_stelling_1;Soc_veilig_stelling_2;Soc_veilig_stelling_3;Soc_veilig_stelling_4;Soc_veilig_stelling_5;Domein;Geslacht;Leeftijd;Locatie;Studiejaar;Uitwissel;Vooropleid;Woonsit
2;4;4;3;2;1;2;2.6;2.2;4.2;3;4;2;3;4;2;2;2;4.6;2.33;3.67;3.67;3.67;1;3.67;1;2.33;38;3.96;1.8;1;1;1;1;3;1;5;1;1;1;1;3;4;4;5;5;5;4;2;4;3;2;5;3;4;1;1;1;1;5;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;Techniek, Ontwerpen en Informatica (TOI);Man;23;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;4;3;4;4;1;3;3.8;3.8;4.6;1;5;3;4;5;4;5;3;5;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;35;3.84;2.6;1;1;1;1;1;1;1;1;1;1;1;3;5;4;5;5;4;5;5;5;5;3;5;5;3;5;5;3;3;5;3;3;3;3;3;3;4;1;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;1;3;3;3;3;3;Techniek, Ontwerpen en Informatica (TOI);Man;21;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;3;3;4;3;4;4;3.4;4.6;3.8;3;5;2;5;3;3;5;3;3.4;2.33;3.67;3.67;3.67;2.33;3.67;2.33;3.67;12;4.24;5;1;3;3;3;3;1;5;3;3;1;1;3;3;4;3;3;3;3;2;2;3;2;4;2;3;2;2;2;2;3;4;2;2;2;4;3;3;4;2;4;4;4;2;4;3;3;3;3;3;3;3;3;4;3;3;3;2;3;3;Onderwijs en Innovatie (ONI);Vrouw;19;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;4;4;2;2;1;1;4.6;2.2;4.2;3;;1;2;2;1;2;5;3.8;1;1;1;5;2.33;5;1;1;45;4.08;1.8;1;1;1;1;5;5;5;1;1;1;1;4;4;3;4;5;5;4;5;4;3;3;5;4;4;5;4;2;3;5;2;1;2;3;3;3;3;2;4;2;3;2;4;2;4;4;5;4;5;4;5;4;3;1;4;5;4;4;5;Techniek, Ontwerpen en Informatica (TOI);Anders;21;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;3;3;4;4;5;2;4.2;3.8;3.4;2;5;2;4;5;5;4;5;3.8;2.33;2.33;2.33;3.67;3.67;3.67;2.33;2.33;29;4;1.8;1;1;1;1;3;3;3;3;1;3;1;5;5;2;5;4;3;4;3;3;3;3;5;4;4;3;4;2;1;5;4;3;2;4;1;1;3;3;5;1;1;2;5;2;4;4;5;4;5;4;4;3;2;1;2;1;4;4;4;Onderwijs en Innovatie (ONI);Vrouw;44;Alkmaar;2;1;Havo;Met mijn partner / een relatie
3;4;3;2;3;3;4;3.4;3.4;3.8;2;4;3;4;5;3;5;4;3.4;2.33;2.33;3.67;2.33;1;2.33;2.33;2.33;93;3.6;1.8;5;1;1;1;3;1;3;1;1;1;1;3;3;3;4;4;4;4;4;4;4;4;4;3;4;1;1;3;1;5;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;21;Amsterdam;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;4;3;2;2;3;3;4.2;3;3.8;1;2;1;1;2;4;3;4;3.8;2.33;2.33;2.33;3.67;1;3.67;2.33;2.33;90;3.84;1.8;1;1;1;1;3;3;3;1;1;1;1;3;3;4;3;2;2;1;1;1;1;2;4;3;4;2;1;1;1;5;2;1;3;2;1;1;5;2;3;4;4;4;3;4;5;5;1;3;5;4;4;4;4;1;3;2;4;3;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;29;Amsterdam;2;1;Anders, namelijk (vul in):;Met een of enkele huisgenoten / vrienden (geen relatie)
3;4;4;2;3;2;2;3.8;4.2;3.8;1;3;2;3;2;3;5;4;3.8;2.33;2.33;2.33;3.67;2.33;3.67;1;3.67;76;3.68;4.2;1;3;1;3;3;1;5;1;1;1;3;4;5;4;5;4;4;4;3;4;3;2;4;3;3;1;1;1;3;5;4;3;2;2;3;3;4;4;3;4;4;4;2;3;4;4;4;3;4;3;4;3;3;1;5;4;4;4;4;Onderwijs en Innovatie (ONI);Vrouw;20;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;3;4;4;4;5;4;3.8;3.8;3.4;4;4;2;5;5;5;;3;3.8;2.33;2.33;3.67;3.67;2.33;3.67;2.33;3.67;59;3.8;1.8;1;3;1;1;1;1;5;1;1;1;1;5;4;1;5;5;5;4;4;5;4;4;5;3;5;2;1;1;1;5;1;2;1;2;3;1;4;2;2;4;4;5;3;4;5;4;4;5;5;5;4;3;3;1;4;4;3;3;3;Onderwijs en Innovatie (ONI);Vrouw;36;Den Haag;2;1;Mbo;Met mijn partner / een relatie
4;4;4;2;1;2;2;4.2;2.6;4.2;2;3;1;2;3;2;2;4;3.8;1;1;2.33;3.67;1;3.67;1;2.33;21;3.72;3.4;1;1;1;1;1;1;3;1;1;1;1;4;4;3;5;5;4;4;4;4;3;3;4;3;4;3;3;3;3;5;2;2;2;2;2;1;4;3;3;3;3;4;2;3;4;4;4;4;4;4;4;4;4;1;4;4;2;4;4;Verloskunde Academie;Vrouw;24;Groningen (Verloskunde Academie);2;1;Vwo;Bij mijn ouder(s)/verzorger(s)
3;3;3;3;2;4;4;3.4;3.8;3;2;2;1;2;4;2;1;4;3.8;2.33;2.33;1;3.67;1;2.33;2.33;3.67;32;3.6;1.8;1;5;1;1;3;1;3;1;1;1;1;3;4;3;4;3;5;4;4;4;2;3;5;4;4;3;1;1;2;5;1;2;4;2;2;2;4;3;2;3;4;3;2;3;3;3;4;2;4;3;3;2;2;1;4;4;3;4;4;Onderwijs en Innovatie (ONI);Vrouw;18;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;4;3;3;2;3;2;3.4;3.8;4.2;;3;1;2;4;4;;3;3.8;1;2.33;3.67;5;1;5;2.33;2.33;0;1;3.4;5;3;1;5;1;1;5;1;1;1;1;5;4;3;4;4;4;3;4;4;3;3;5;4;3;3;1;2;1;5;3;1;2;3;3;3;4;4;5;1;2;3;4;2;5;3;4;3;4;3;5;2;3;1;4;4;4;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;26;Diemen;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;3;4;4;3;4;4;4.2;3.4;3.4;1;2;;3;4;3;;3;4.2;1;1;2.33;3.67;1;3.67;1;2.33;29;4.04;1.8;1;1;1;1;1;1;1;1;1;1;1;4;2;2;4;4;4;4;4;3;2;3;5;3;3;2;2;1;2;5;1;1;4;3;4;2;4;4;4;2;3;4;3;3;2;3;4;4;4;4;3;4;3;1;2;2;3;4;4;Onderwijs en Innovatie (ONI);Vrouw;20;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;4;4;3;3;2;3;3.8;3.4;4.6;4;2;2;4;4;3;2;3;3.8;2.33;2.33;2.33;3.67;1;3.67;2.33;2.33;38;4.08;1.8;1;1;1;1;5;3;3;3;3;1;1;4;4;3;4;5;3;4;3;3;4;3;5;4;4;3;3;3;3;5;3;4;4;3;3;2;5;4;2;3;4;4;3;3;4;3;3;3;3;4;4;4;4;1;3;3;4;4;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;21;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;4;4;3;3;3;3;3.8;4.2;3.8;3;3;4;4;5;3;3;4;4.2;1;3.67;3.67;3.67;1;3.67;1;2.33;30;4.04;1.8;1;3;1;1;1;1;3;1;3;1;1;5;5;4;4;4;4;5;5;5;5;5;5;4;4;5;5;4;1;5;3;3;2;2;2;1;4;4;4;2;2;2;4;2;4;4;5;5;5;5;5;5;5;1;5;5;5;4;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;47;Amsterdam;2;1;Anders, namelijk (vul in):;Anders
4;4;4;3;1;2;3;3.4;2.2;4.2;2;1;1;2;3;3;1;4;4.2;1;1;2.33;5;1;3.67;1;2.33;40;4;2.6;1;1;1;1;3;1;3;1;1;1;1;3;4;2;4;4;5;4;4;3;3;3;5;3;4;2;2;1;1;5;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;Techniek, Ontwerpen en Informatica (TOI);Man;21;Alkmaar;2;1;Vwo;Bij mijn ouder(s)/verzorger(s)
4;5;4;2;1;3;3;4.6;2.6;4.2;;2;;2;2;2;1;4;4.2;1;3.67;2.33;3.67;1;3.67;1;2.33;10;4.32;1.8;1;1;1;1;3;1;5;1;1;1;1;5;4;2;5;5;5;4;3;3;2;4;5;4;3;3;1;1;1;5;;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;38;Den Haag;2;1;Havo;Met mijn partner / een relatie
3;4;3;2;2;2;3;3;1.8;3.8;3;3;2;2;2;3;5;4;3.8;2.33;2.33;1;3.67;2.33;2.33;2.33;2.33;0;3.64;5;5;3;1;3;3;1;1;1;1;1;1;3;5;4;5;5;4;3;2;3;3;4;2;4;3;4;4;4;4;5;3;3;2;2;4;4;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;4;4;5;3;3;3;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;51;Amsterdam;2;1;Mbo;Anders
3;3;3;3;3;3;3;3.4;3;3.4;3;3;3;3;3;3;3;5;4.2;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;112;3.28;1.8;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;Onderwijs en Innovatie (ONI);Man;21;Diemen;2;1;Mbo;Alleen
2;4;3;2;2;3;1;4.2;4.2;5;;;;;;;;5;4.6;1;1;1;3.67;3.67;3.67;1;1;87;4.04;1.8;1;1;1;1;1;1;1;1;1;5;1;3;5;1;5;5;5;5;5;5;5;5;5;4;4;1;1;2;4;5;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;Techniek, Ontwerpen en Informatica (TOI);Man;21;Diemen;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;3;3;3;3;4;1;3.8;2.2;3.8;2;2;2;3;4;5;2;4;4.2;1;2.33;2.33;3.67;1;3.67;1;2.33;90;4.16;1.8;1;1;1;1;1;1;3;1;1;1;1;4;5;1;5;4;4;4;4;4;4;4;4;3;4;4;5;2;1;5;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;Onderwijs en Innovatie (ONI);Vrouw;40;Haarlem;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;4;3;3;4;4;3;4.2;3.8;3.4;1;3;1;2;2;3;1;3;3.8;1;2.33;1;5;1;3.67;1;2.33;15;3.44;3.4;1;5;3;3;3;1;5;1;1;1;1;3;3;4;5;3;4;4;2;3;2;3;5;4;5;4;3;1;5;5;5;4;4;4;2;3;4;4;5;2;2;3;3;2;3;2;5;4;4;4;5;4;4;1;5;4;3;2;4;Techniek, Ontwerpen en Informatica (TOI);Man;24;Alkmaar;2;1;Havo;Met mijn partner / een relatie
3;4;4;3;2;1;2;3.8;2.6;3.8;;3;;;3;3;;4;3.4;3.67;2.33;2.33;3.67;2.33;3.67;2.33;2.33;45;4.52;1.8;1;1;1;1;3;3;3;1;1;1;1;5;5;4;5;4;4;4;3;4;4;3;5;4;5;4;5;2;3;5;4;5;3;2;1;1;5;3;1;4;5;5;2;4;4;3;5;4;4;5;5;4;3;1;4;4;4;4;4;Techniek, Ontwerpen en Informatica (TOI);Man;20;Alkmaar;2;1;Vwo;Bij mijn ouder(s)/verzorger(s)
3;3;3;3;3;5;3;3.4;1.8;3.4;2;4;2;2;4;3;1;2;3;2.33;2.33;3.67;2.33;1;2.33;1;2.33;37;4.12;2.6;1;1;1;1;5;3;5;1;1;1;1;1;3;4;5;5;5;3;3;2;2;5;5;4;4;2;1;2;1;5;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;Business, Finance and Law (BFL);Man;45;Amsterdam;2;1;Mbo;Met mijn partner / een relatie
3;4;4;3;3;4;3;4.2;3.4;3.4;5;3;2;5;5;4;2;4;3.4;2.33;2.33;2.33;2.33;2.33;2.33;1;3.67;90;3.88;1.8;5;1;1;1;3;1;1;3;1;1;1;3;3;2;4;3;2;3;3;4;2;3;4;3;4;2;2;1;2;5;3;3;3;3;4;3;4;3;3;4;4;4;3;4;3;4;2;2;3;2;3;2;2;1;2;2;3;2;2;Creative Business (CB);Vrouw;21;Diemen;2;1;Anders, namelijk (vul in):;Bij mijn ouder(s)/verzorger(s)
4;4;4;3;2;3;2;4.2;3.8;5;3;3;;3;4;4;1;4;3.8;1;2.33;3.67;3.67;1;3.67;2.33;2.33;45;4.04;1.8;1;1;1;1;3;1;3;1;1;1;1;4;5;3;4;5;4;4;4;4;2;3;4;2;4;2;4;4;4;5;1;2;3;1;4;3;5;3;4;3;2;3;3;3;4;4;4;4;4;4;4;2;1;1;4;4;4;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;20;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;3;4;2;2;2;2;4.2;3;4.2;;4;;;;4;;4;3.8;1;1;1;3.67;1;5;1;2.33;120;3.84;1.8;1;1;1;1;1;1;1;1;1;1;1;4;5;2;5;5;5;5;4;4;4;3;4;4;4;1;1;1;1;5;2;2;4;2;2;1;4;2;4;2;2;2;4;2;5;5;4;4;5;5;4;4;3;1;5;5;2;3;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;44;Alkmaar;2;1;Mbo;Anders
3;4;4;3;2;2;2;4.2;4.6;4.2;4;3;5;;4;;2;4;3.8;1;1;1;3.67;1;5;1;2.33;44;4.52;1.8;1;1;1;1;5;1;1;1;1;1;1;4;5;3;4;4;4;4;3;4;3;4;4;3;4;2;2;2;2;5;1;2;4;3;2;2;5;3;4;3;2;3;3;2;3;2;4;4;4;4;3;2;2;1;4;3;3;3;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;25;Amsterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;3;3;3;4;4;2;3.8;3.4;3.4;4;5;3;4;3;5;3;4;3;3.67;3.67;1;2.33;3.67;3.67;3.67;3.67;20;3.36;2.6;1;5;5;5;1;1;3;3;1;3;3;4;4;3;4;4;4;4;4;5;4;4;3;4;4;4;1;1;1;5;3;4;3;3;5;2;4;3;4;3;4;3;2;3;4;5;4;5;4;4;4;4;4;1;5;5;5;3;3;Onderwijs en Innovatie (ONI);Vrouw;22;Rotterdam;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;4;3;4;3;3;3;3.4;4.2;3.4;4;3;;3;4;4;4;4;3;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;45;4.4;1.8;5;1;1;1;3;1;3;1;1;1;1;4;5;4;4;4;3;4;4;4;4;3;4;3;3;3;3;2;3;5;3;4;2;2;4;3;4;4;3;3;2;4;3;3;5;3;4;3;4;4;3;4;3;1;5;5;4;3;3;Techniek, Ontwerpen en Informatica (TOI);Man;21;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;4;4;4;3;3;2;4.2;4.2;3.4;2;4;;2;3;4;1;4;4.2;2.33;3.67;3.67;2.33;2.33;2.33;1;3.67;36;3.92;1.8;1;1;1;1;1;1;1;1;1;1;1;4;5;2;5;4;4;3;3;3;1;1;4;1;3;3;1;1;1;5;2;1;2;1;4;1;5;4;4;2;4;4;2;4;5;3;2;4;4;3;4;3;2;1;5;5;4;4;4;Onderwijs en Innovatie (ONI);Vrouw;28;Dordrecht;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;4;4;4;5;5;3;3.8;4.6;3.8;1;2;2;4;5;5;5;4;3.4;3.67;3.67;3.67;2.33;2.33;3.67;2.33;3.67;0;1;5;5;3;1;3;3;1;1;1;1;1;1;5;5;4;5;4;4;5;3;5;5;3;5;4;3;2;1;1;3;5;;;;;;;5;3;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;25;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
1;2;2;5;5;5;5;2.2;4.6;2.6;3;4;3;5;5;5;5;2;3.8;1;2.33;2.33;2.33;2.33;1;1;3.67;38;4.12;1.8;1;3;3;3;3;3;5;1;1;3;3;5;5;3;5;3;3;5;4;4;4;2;4;2;3;4;3;1;1;5;4;4;5;3;4;3;5;5;2;4;4;5;3;4;1;2;2;3;3;2;2;1;1;1;3;3;2;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;22;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;3;5;3;1;1;2;3.8;4.2;3.8;;5;;4;4;3;;4;3.8;1;1;1;2.33;1;3.67;2.33;2.33;10;4.2;1.8;5;5;1;1;1;1;1;1;1;1;1;4;5;3;5;4;3;4;4;5;5;3;5;2;3;4;3;3;3;5;4;3;4;1;1;1;4;5;4;2;2;1;4;2;3;3;4;2;2;3;4;2;3;3;5;5;3;3;3;Onderwijs en Innovatie (ONI);Vrouw;44;Den Haag;2;1;Anders, namelijk (vul in):;Anders
3;3;3;4;3;3;2;3.8;4.2;3.8;;;;;4;;4;4;3.4;2.33;3.67;1;3.67;2.33;3.67;2.33;3.67;115;3.96;1.8;5;1;1;1;3;3;1;1;1;1;1;4;4;3;4;4;5;5;4;5;4;3;5;4;4;5;3;1;4;5;3;2;4;2;4;2;4;4;3;2;3;2;4;2;4;3;4;4;4;4;4;4;4;1;4;4;4;3;3;Techniek, Ontwerpen en Informatica (TOI);Vrouw;21;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;4;4;3;3;3;3;3.4;3.4;3.4;4;3;2;4;4;3;2;3;4.2;2.33;2.33;3.67;5;2.33;3.67;2.33;2.33;35;3.84;1.8;1;1;1;1;1;1;3;1;1;1;1;4;4;3;4;4;4;4;2;3;3;2;4;3;3;3;2;1;3;5;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;Agri, Food and Life Sciences (AFL);Man;21;Amsterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;3;4;3;3;3;4;3.4;3;3.4;3;3;3;4;4;4;2;4;3.8;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;35;3.6;1.8;1;1;3;1;3;1;3;3;1;1;1;4;3;3;3;3;4;3;3;3;2;3;4;3;3;4;1;2;1;5;3;3;2;3;3;3;4;4;3;2;2;3;4;2;3;3;4;3;3;3;4;4;3;1;4;3;4;4;4;Business, Finance and Law (BFL);Man;22;Rotterdam;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
4;4;4;4;3;3;3;5;5;3.8;1;1;1;3;3;3;5;4;4.2;2.33;3.67;1;3.67;2.33;3.67;1;2.33;25;3.8;3.4;5;3;1;1;1;1;1;1;1;1;1;4;3;4;3;3;3;3;3;2;2;2;2;4;5;3;2;2;1;5;5;4;3;1;1;2;4;4;4;2;3;2;3;3;4;4;3;4;3;3;4;4;3;1;4;4;3;4;4;Gezondheid, Sport en Welzijn (GSW);Man;31;Alkmaar;2;1;Mbo;Alleen
3;2;2;3;1;4;4;1.8;4.6;2.6;4;;4;5;4;;;4;3;5;2.33;3.67;2.33;5;1;2.33;1;30;5;3.4;1;5;1;1;1;1;1;1;1;1;1;5;5;2;5;3;4;2;1;3;1;3;5;2;5;1;1;1;1;5;2;1;1;3;1;1;5;4;4;2;2;2;4;4;4;3;5;5;5;4;4;5;2;3;4;4;4;4;4;Business, Finance and Law (BFL);Man;23;Dordrecht;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;3;3;3;2;3;4;2.2;2.2;3.4;4;2;1;3;4;3;4;4;3.4;2.33;3.67;5;2.33;3.67;3.67;1;3.67;20;3.68;2.6;1;1;1;1;1;1;5;1;1;1;1;3;5;3;4;4;4;4;4;4;3;3;5;3;3;3;2;4;2;5;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;19;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;4;4;2;2;3;3;4.2;2.2;3.8;4;4;3;4;5;5;2;3;3.8;2.33;2.33;5;3.67;2.33;3.67;2.33;2.33;28;4.08;1.8;1;1;3;1;3;3;5;1;1;1;3;4;4;3;4;4;4;4;4;4;4;3;4;3;4;4;2;4;1;5;3;4;4;3;5;2;4;3;4;4;4;4;2;4;4;3;4;4;4;4;4;4;4;1;4;5;4;4;5;Gezondheid, Sport en Welzijn (GSW);Vrouw;20;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;4;3;3;2;2;2;3.4;2.6;3.8;2;1;2;1;2;3;;4;4.2;2.33;2.33;2.33;5;1;3.67;1;2.33;23;3.88;1.8;1;1;1;1;3;1;3;1;1;1;1;2;3;4;4;4;4;4;4;4;2;4;5;2;4;1;2;3;1;5;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;22;Alkmaar;2;1;Vwo;Bij mijn ouder(s)/verzorger(s)
4;5;4;3;2;2;2;4.6;3.4;3.8;2;1;2;3;2;3;3;2;3.8;2.33;3.67;1;5;2.33;3.67;2.33;2.33;20;3.84;2.6;1;3;1;5;3;1;3;1;1;1;1;4;5;3;5;5;5;5;5;3;4;3;5;3;4;3;2;4;2;5;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;28;Alkmaar;2;1;Mbo;Met mijn partner / een relatie
1;3;2;5;5;5;5;4.2;5;1.8;2;2;1;2;1;3;4;3;1.8;5;5;5;2.33;3.67;2.33;5;5;25;3.84;3.4;5;5;1;5;3;3;5;5;1;1;1;2;4;5;4;3;3;3;3;3;1;4;5;3;4;3;1;1;1;3;5;2;3;1;2;2;4;3;1;5;5;5;1;4;2;4;5;4;4;4;3;3;2;5;4;3;4;2;3;Gezondheid, Sport en Welzijn (GSW);Man;19;Rotterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;4;4;3;3;2;2;4.6;3.8;3.8;2;4;;;;3;4;3;3.4;2.33;2.33;1;3.67;1;3.67;1;1;0;1.04;4.2;1;1;1;1;1;1;1;1;1;1;1;5;3;5;5;5;5;3;4;4;2;3;3;4;3;1;1;1;1;5;;;;;;;5;3;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;41;Amsterdam;2;1;Mbo;Met mijn partner / een relatie
4;4;4;2;1;2;2;4.2;2.2;3.8;;2;;3;2;3;;3;4.2;2.33;1;2.33;3.67;1;5;2.33;2.33;38;3.84;1.8;1;1;1;1;3;1;3;3;1;1;1;4;5;2;4;4;5;5;5;5;4;3;5;4;5;3;4;1;1;5;1;1;4;1;1;1;4;3;4;2;1;1;1;1;4;4;5;4;5;5;4;4;2;1;5;5;4;5;5;Techniek, Ontwerpen en Informatica (TOI);Man;23;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;3;3;3;3;3;1;3.8;4.2;3;1;3;1;3;2;4;1;3;3.4;2.33;3.67;2.33;3.67;2.33;3.67;2.33;2.33;20;3.56;3.4;1;1;1;1;1;1;3;1;1;1;1;4;4;4;5;4;4;4;4;4;3;3;4;3;3;2;2;2;1;5;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;Onderwijs en Innovatie (ONI);Vrouw;39;Alkmaar;2;1;Mbo;Anders
1;2;2;4;5;4;4;1.8;4.2;1.8;1;2;2;5;3;4;5;4;3.4;2.33;3.67;1;3.67;1;3.67;2.33;3.67;19;3.68;2.6;5;5;1;5;1;1;5;1;1;1;1;4;3;3;4;2;2;3;2;2;1;1;3;1;1;2;1;1;1;5;4;4;3;4;5;3;4;4;2;4;4;4;3;4;4;4;1;1;2;2;3;2;3;1;3;3;2;1;2;Onderwijs en Innovatie (ONI);Vrouw;23;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;3;3;2;2;4;4;4.2;3.4;2.6;2;3;3;4;4;5;4;2;4.2;3.67;2.33;3.67;2.33;3.67;3.67;2.33;3.67;85;3.72;1.8;5;1;1;5;3;3;5;3;1;3;1;4;4;3;3;4;4;4;4;4;2;3;5;1;3;1;2;4;2;5;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;Business, Finance and Law (BFL);Man;18;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
1;3;3;4;4;5;4;3.4;4.2;2.2;4;2;2;4;4;4;1;2;2.2;3.67;3.67;3.67;2.33;3.67;2.33;3.67;2.33;28;3.56;1.8;5;1;5;3;3;1;3;1;1;1;1;3;3;4;3;4;3;4;4;4;3;3;4;2;3;2;1;1;2;5;2;3;3;4;4;3;4;4;2;4;4;4;1;5;4;3;2;4;4;3;4;3;4;3;4;4;3;2;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;18;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;3;4;4;3;3;3;3.8;3.8;3.4;4;4;1;4;4;5;1;5;3.4;2.33;2.33;2.33;3.67;2.33;2.33;1;2.33;6;3.92;1.8;1;5;5;1;3;3;3;1;3;1;1;4;4;3;5;3;3;4;3;3;3;3;4;2;4;3;1;3;1;5;3;3;4;5;4;1;4;4;4;2;3;4;3;3;4;4;3;3;4;3;3;2;3;1;2;3;3;3;4;Onderwijs en Innovatie (ONI);Vrouw;27;Rotterdam;2;1;Mbo;Met mijn partner / een relatie
2;1;1;4;3;4;4;1.8;3.8;2.6;4;5;2;4;3;;4;4;2.2;5;3.67;5;1;5;1;3.67;3.67;13;2.6;3.4;1;5;1;5;3;1;3;1;1;1;1;4;2;4;3;3;2;2;1;3;1;1;2;2;2;1;1;1;1;5;;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;Business, Finance and Law (BFL);Vrouw;21;Haarlem;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
